roundsd r128,[m128],i	Throughput	1.97	0.0
sqrtpd r128,r128 (worst case)	Latency	119.53	4.96
Throughput with memory operand: rcpss r128,[m128]	Throughput	4.9	0.0
unpckhps r128,[m]	Throughput	1.3	0.0
cmpltpd r128,r128	Throughput	0.98	0.0
movapd r128,r128	Throughput	0.57	0.0
cvtps2pd r128,[m]	Throughput	1.31	0.0
blendps r128,[m128],i	Throughput	0.99	0.0
rsqrtss r128,r128	Latency	5.3	0.0
haddps r128,r128	Throughput	2.94	0.0
roundps r128,r128,i	Throughput	1.96	0.0
ucomisd r128,r128	Throughput	0.98	0.0
Throughput with memory operand: rsqrtss r128,[m128]	Throughput	5.31	0.0
cvtdq2ps r128,r128	Throughput	1.06	0.0
shufps r128,r128,i	Throughput	0.54	0.0
rsqrtps r128,r128	Latency	13.7	0.04
addss r128,[m]	Throughput	1.33	0.0
Throughput with memory operand: sqrtps r128,[m128] (best case)	Throughput	62.88	0.01
movups r128,r128	Throughput	0.54	0.0
maxpd r128,[m]	Throughput	1.23	0.0
shufps r128,[m128],i	Throughput	1.41	0.0
shufpd r128,[m128],i	Throughput	1.41	0.0
hsubpd r128,[m]	Throughput	4.9	0.0
movupd r128,[m]	Throughput	1.3	0.0
movaps r128,r128	Throughput	0.54	0.0
haddps r128,[m]	Throughput	4.9	0.0
roundps r128,[m128],i	Throughput	2.13	0.0
roundss r128,[m128],i	Throughput	1.96	0.0
sqrtss r128,r128 (best case)	Latency	32.97	1.59
subsd r128,r128	Throughput	0.98	0.0
movupd r128,r128	Throughput	0.57	0.0
movddup r128,[m]	Throughput	1.3	0.0
dpps r128,r128,i	Throughput	8.81	0.0
movddup r128,r128	Throughput	0.53	0.0
hsubpd r128,r128	Throughput	2.94	0.0
unpcklpd r128,[m]	Throughput	1.3	0.0
blendpd r128,r128,i	Throughput	0.98	0.0
mulps r128,[m]	Throughput	1.23	0.0
cvtpd2ps r128,[m]	Throughput	1.41	0.0
cvtdq2ps r128,[m]	Throughput	1.23	0.0
addps r128,[m]	Throughput	1.23	0.0
cvtpd2ps r128,r128	Throughput	1.43	0.0
divpd r128,r128 (worst case)	Latency	19.56	116.23
movaps r128,[m]	Throughput	1.41	0.0
maxss r128,r128	Throughput	0.98	0.0
cmpeqss r128,[m]	Throughput	1.23	0.0
addss r128,r128	Throughput	0.98	0.0
Throughput with memory operand: sqrtps r128,[m128] (worst case)	Throughput	63.07	0.31
rcpps r128,r128	Latency	13.7	0.04
blendpd r128,[m128],i	Throughput	0.99	0.0
movups r128,[m]	Throughput	1.3	0.0
minsd r128,[m]	Throughput	1.23	0.0
Throughput with memory operand: sqrtss r128,[m128] (best case)	Throughput	32.42	0.01
roundsd r128,r128,i	Throughput	1.96	0.0
mulsd r128,r128	Throughput	1.96	0.0
cmpltpd r128,[m]	Throughput	1.24	0.0
subpd r128,r128	Throughput	0.98	0.0
sqrtps r128,r128 (best case)	Latency	63.15	3.16
movsldup r128,r128	Throughput	0.53	0.0
sqrtsd r128,r128 (best case)	Latency	61.15	2.46
sqrtpd r128,r128 (best case)	Latency	118.95	0.66
minps r128,r128	Throughput	0.98	0.0
sqrtps r128,r128 (worst case)	Latency	62.37	0.03
Throughput with memory operand: rcpps r128,[m128]	Throughput	22.29	0.72
cvtpd2dq r128,[m]	Throughput	1.53	0.0
divps r128,r128 (worst case)	Latency	14.33	28.79
Throughput with memory operand: rsqrtps r128,[m128]	Throughput	22.08	0.55
blendps r128,r128,i	Throughput	0.99	0.0
cvtps2pd r128,r128	Throughput	1.06	0.0
mulss r128,[m]	Throughput	1.23	0.0
cvtdq2pd r128,[m]	Throughput	1.33	0.0
subpd r128,[m]	Throughput	1.23	0.0
divps r128,r128 (best case)	Latency	23.38	0.01
addsubps r128,r128	Throughput	0.98	0.0
sqrtss r128,r128 (worst case)	Latency	32.34	0.34
movsldup r128,[m]	Throughput	1.75	1.03
subsd r128,[m]	Throughput	1.23	0.0
cvttps2dq r128,r128	Throughput	1.06	0.0
cvtdq2pd r128,r128	Throughput	0.99	0.0
divsd r128,r128 (worst case)	Latency	10.69	28.59
addps r128,r128	Throughput	0.98	0.0
unpckhps r128,r128	Throughput	0.54	0.0
addsubps r128,[m]	Throughput	1.24	0.0
cvtpd2dq r128,r128	Throughput	1.43	0.0
dppd r128,[m128],i	Throughput	5.88	0.0
divss r128,r128 (worst case)	Latency	7.9	11.3
maxpd r128,r128	Throughput	0.98	0.0
mulpd r128,[m]	Throughput	1.96	0.0
roundss r128,r128,i	Throughput	1.96	0.0
Throughput with memory source operand: cmp r64,[m64]	Throughput	1.07	0.0
Latency with memory destination operand: cmp [m64],r64	Latency	0.98	0.0
Throughput with memory destination operand: xchg [m32],r32	Throughput	17.85	1.81
Latency with memory destination operand: add [m64],r64	Latency	4.9	0.0
inc r64	Throughput	0.59	0.0
xchg r32,r32	Throughput	1.5	0.0
Throughput with memory destination operand: xor [m16],r16	Throughput	1.91	0.0
Latency with memory destination operand: test [m64],r64	Latency	0.98	0.0
Throughput with memory destination operand: add [m32],r32	Throughput	1.92	0.0
Latency with memory operand: sub [m32], i	Latency	5.31	0.0
mov r8, i	Throughput	0.64	0.0
dec r32	Throughput	0.64	0.0
Throughput with memory destination operand: or [m16],r16	Throughput	1.92	0.0
cdq	Latency	0.5	0.0
xor r8,r8	Throughput	0.54	0.0
Latency with memory operand: not [m32]	Latency	4.9	0.0
adc r32, i	Throughput	0.98	0.0
or r8,r8	Throughput	0.5	0.0
Latency with memory destination operand: and [m64],r64	Latency	4.9	0.0
neg r8high	Throughput	0.99	0.0
mov r8,r8	Throughput	0.5	0.0
Latency with memory destination operand: and [m8],r8	Latency	5.31	0.0
Latency with memory destination operand: add [m16],r16	Latency	4.9	0.0
pause	Latency	5.88	0.0
xor eax,eax / cdqe	Throughput	0.5	0.0
Throughput with memory operand: cmp [m32], i	Throughput	0.99	0.0
cld	Latency	3.18	0.0
adc r32,r32	Throughput	1.06	0.0
Latency with memory operand: cmp [m32], i	Latency	1.15	0.17
Throughput with RIP address mode: mov r32, [m32]	Throughput	1.41	0.0
Throughput with memory source operand: sub r64,[m64]	Throughput	1.07	0.0
cmp r8high, i	Throughput	0.5	0.0
clc	Latency	3.03	0.0
or r8, i	Throughput	0.64	0.0
popcnt r32,r32	Throughput	0.98	0.0
dec r8high	Throughput	0.64	0.0
Throughput with memory source operand: xchg r16,[m16]	Throughput	16.77	0.15
inc r8high	Throughput	0.59	0.0
Throughput with memory destination operand: sub [m32],r32	Throughput	1.77	0.0
Latency with memory destination operand: add [m8],r8	Latency	5.31	0.0
Throughput with memory destination operand: and [m64],r64	Throughput	1.77	0.0
Throughput with memory source operand: sub r32,[m32]	Throughput	1.24	0.17
xor eax,eax / cwd	Throughput	0.5	0.0
dec r8	Throughput	0.59	0.0
mov r16,r16	Throughput	0.5	0.0
add r8,r8	Throughput	0.5	0.0
Throughput with memory source operand: add r16,[m16]	Throughput	1.07	0.0
not r16	Throughput	0.64	0.0
sub r8high, i	Throughput	0.64	0.0
Throughput with memory source operand: or r64,[m64]	Throughput	0.98	0.0
add r16, i	Throughput	0.59	0.0
Latency with memory destination operand: xchg [m8],r8	Latency	18.14	0.11
Throughput with memory source operand: imul	Throughput	1.22	0.0
sfence	Latency	15.86	0.0
Throughput with memory destination operand: test [m32],r32	Throughput	0.98	0.0
neg r32	Throughput	0.64	0.0
Throughput with memory source operand: adc r16,[m16]	Throughput	0.98	0.0
xor eax,eax / cdq	Throughput	0.54	0.0
adc r8high, i	Throughput	1.06	0.0
nop	Latency	0.64	0.0
Latency with memory destination operand: add [m32],r32	Latency	4.9	0.0
xor r8high, i	Throughput	0.59	0.0
Latency with memory destination operand: adc [m8],r8	Latency	5.44	1.06
Latency with memory destination operand: sbb [m16],r16	Latency	5.62	0.89
Throughput with memory source operand: sbb r64,[m64]	Throughput	1.07	0.0
Latency with memory operand: adc [m32], i	Latency	5.31	0.0
Throughput with memory source operand: add r8,[m8]	Throughput	1.09	0.0
add r16,r16	Throughput	0.5	0.0
adc r8,r8	Throughput	1.06	0.0
adc r16,r16	Throughput	1.06	0.0
cmp r32,r32	Throughput	0.54	0.0
cmc	Latency	3.03	0.0
Throughput with memory source operand: adc r32,[m32]	Throughput	0.98	0.0
Throughput with memory operand: mov [m32], i	Throughput	1.98	0.15
Throughput with ABS64 address mode: mov r32, [m32]	Throughput	1.32	0.0
Throughput with memory operand: test [m32], i	Throughput	1.07	0.0
Latency with memory destination operand: adc [m16],r16	Latency	4.9	0.0
adc r16, i	Throughput	1.06	0.0
Latency with memory operand: add [m32], i	Latency	4.9	0.0
Throughput with memory source operand: or r8,[m8]	Throughput	1.07	0.0
Throughput with memory destination operand: or [m32],r32	Throughput	1.92	0.0
imul r16,r16	Throughput	1.12	0.0
xor eax,eax / cwde	Throughput	0.5	0.0
adc r8, i	Throughput	1.07	0.0
not r8high	Throughput	0.64	0.0
Throughput with memory destination operand: xor [m32],r32	Throughput	1.77	0.0
neg r8	Throughput	1.07	0.0
Throughput with memory source operand: xchg r64,[m64]	Throughput	16.65	0.0
Throughput with memory source operand: add r32,[m32]	Throughput	1.09	0.0
bswap r32	Throughput	1.07	0.0
and r16,r16	Throughput	0.54	0.0
Latency with memory destination operand: xchg [m32],r32	Latency	18.03	0.0
sbb r32,r32	Throughput	1.06	0.0
Throughput with memory source operand: xchg r32,[m32]	Throughput	18.68	3.77
Latency with memory destination operand: or [m8],r8	Latency	5.31	0.0
add r32,r32	Throughput	0.5	0.0
Throughput with memory destination operand: xchg [m16],r16	Throughput	18.03	0.0
Throughput with memory operand: add [m32], i	Throughput	1.96	0.0
Throughput with memory operand: neg [m32]	Throughput	2.13	0.0
cmp r64, i	Throughput	0.51	0.0
dec r16	Throughput	0.64	0.0
Latency with memory operand: test [m32], i	Latency	1.07	0.0
Latency with memory destination operand: test [m32],r32	Latency	0.98	0.0
popcnt r64,r64	Throughput	0.98	0.0
Latency with memory destination operand: sbb [m32],r32	Latency	4.9	0.0
Throughput with memory source operand: test r8,[m8]	Throughput	1.07	0.0
test r8,r8	Throughput	0.52	0.0
Throughput with memory source operand: adc r8,[m8]	Throughput	1.0	0.0
Latency with memory destination operand: xchg [m64],r64	Latency	17.62	2.59
mov r64,r64	Throughput	0.5	0.0
cmp r8, i	Throughput	0.5	0.0
or r8high, i	Throughput	0.64	0.0
Latency with memory destination operand: or [m32],r32	Latency	5.31	0.0
Throughput with memory source operand: sbb r8,[m8]	Throughput	0.98	0.0
Latency with memory operand: mov [m32], i	Latency	1.84	0.0
Throughput with memory destination operand: cmp [m16],r16	Throughput	0.98	0.0
and r64, i	Throughput	0.59	0.0
Throughput with memory source operand: cmp r16,[m16]	Throughput	0.98	0.0
xor r16,r16	Throughput	0.54	0.0
xor r8, i	Throughput	0.59	0.0
Latency with memory destination operand: xor [m16],r16	Latency	5.43	0.15
cwd	Latency	0.5	0.0
Throughput with memory source operand: bsf	Throughput	2.13	0.23
test r32,r32	Throughput	0.5	0.0
and r32, i	Throughput	0.59	0.0
Latency with memory operand: sbb [m32], i	Latency	5.31	0.0
Throughput with memory operand: or [m32], i	Throughput	2.13	0.0
xor eax,eax / cqo	Throughput	0.54	0.0
Throughput with memory source operand: xor r8,[m8]	Throughput	0.98	0.0
popcnt r16,r16	Throughput	1.07	0.0
Throughput with memory source operand: popcnt	Throughput	0.99	0.0
add r64,r64	Throughput	0.54	0.0
xchg r64,r64	Throughput	1.48	0.0
Throughput with memory source operand: sub r16,[m16]	Throughput	0.98	0.0
cmp r64,r64	Throughput	0.5	0.0
bsr r32,r32	Throughput	1.96	0.0
prefetcht2 [m]	Throughput	1.3	0.0
and r16, i	Throughput	0.59	0.0
or r64, i	Throughput	0.59	0.0
Latency with memory destination operand: xchg [m16],r16	Latency	18.03	0.0
Latency with memory destination operand: test [m8],r8	Latency	0.98	0.0
Throughput with memory operand: xor [m32], i	Throughput	1.97	0.0
Latency with memory destination operand: cmp [m32],r32	Latency	0.98	0.0
lfence	Latency	15.85	0.0
Throughput with INDIR address mode: mov [m32], r32	Throughput	1.65	0.0
Throughput with memory source operand: add r64,[m64]	Throughput	0.99	0.0
Latency with memory destination operand: cmp [m16],r16	Latency	0.98	0.0
cmove r16,r16	Throughput	0.51	0.0
Throughput with memory source operand: xor r64,[m64]	Throughput	0.99	0.0
test r8, i	Throughput	0.5	0.0
Throughput with memory destination operand: mov [m64],r64	Throughput	1.79	0.0
dec r64	Throughput	0.64	0.0
Latency with memory destination operand: sbb [m64],r64	Latency	4.9	0.0
Latency with memory destination operand: mov [m8],r8	Latency	1.65	0.0
Throughput with memory source operand: and r8,[m8]	Throughput	1.07	0.0
sub r8, i	Throughput	0.59	0.0
sub r64, i	Throughput	0.59	0.0
xor r16, i	Throughput	0.59	0.0
bsr r16,r16	Throughput	1.96	0.0
Throughput with RIP address mode: mov [m32], r32	Throughput	1.79	0.0
sete r8 / neg r8	Latency	1.62	0.0
imul r64,r64	Throughput	2.12	0.0
sbb r8, i	Throughput	1.06	0.0
Throughput with memory destination operand: cmp [m32],r32	Throughput	0.98	0.0
mov r32,r32	Throughput	0.5	0.0
xor r64, i	Throughput	0.64	0.0
Throughput with memory source operand: and r16,[m16]	Throughput	0.98	0.0
Throughput with memory destination operand: adc [m64],r64	Throughput	1.76	0.0
xor r64,r64	Throughput	0.54	0.0
test r64,r64	Throughput	0.5	0.0
sub r32, i	Throughput	0.59	0.0
not r64	Throughput	0.64	0.0
Throughput with memory source operand: test r64,[m64]	Throughput	1.06	0.0
prefetchnta [m]	Throughput	1.3	0.0
Throughput with memory source operand: xor r16,[m16]	Throughput	0.98	0.0
add r64, i	Throughput	0.64	0.0
Latency with memory destination operand: or [m16],r16	Latency	5.31	0.0
Throughput with memory operand: sbb [m32], i	Throughput	1.96	0.0
Latency with memory destination operand: cmp [m8],r8	Latency	0.98	0.0
Throughput with memory destination operand: mov [m16],r16	Throughput	1.79	0.0
neg r64	Throughput	0.64	0.0
Throughput with memory destination operand: and [m8],r8	Throughput	1.96	0.0
Throughput with memory operand: sub [m32], i	Throughput	1.96	0.0
Latency with memory operand: neg [m32]	Latency	5.3	0.0
cmp r8,r8	Throughput	0.54	0.0
Throughput with memory destination operand: adc [m32],r32	Throughput	1.92	0.0
cqo	Latency	0.54	0.0
Throughput with memory source operand: mov r32,[m32]	Throughput	1.41	0.0
sbb r16, i	Throughput	0.98	0.0
and r8high, i	Throughput	0.59	0.0
and r8,r8	Throughput	0.5	0.0
Throughput with memory source operand: and r32,[m32]	Throughput	0.98	0.0
Throughput with memory destination operand: test [m64],r64	Throughput	0.99	0.0
test r64, i	Throughput	0.55	0.0
Latency with memory destination operand: sub [m16],r16	Latency	4.9	0.0
Throughput with memory source operand: test r16,[m16]	Throughput	1.07	0.0
xchg r16,r16	Throughput	1.9	0.0
Throughput with memory source operand: or r32,[m32]	Throughput	0.98	0.0
Throughput with memory operand: inc [m32]	Throughput	1.97	0.0
Throughput with memory destination operand: xor [m64],r64	Throughput	1.64	0.0
test r16,r16	Throughput	0.5	0.0
Throughput with memory source operand: sub r8,[m8]	Throughput	0.98	0.0
cmp r32, i	Throughput	0.5	0.0
Throughput with memory destination operand: sbb [m32],r32	Throughput	1.92	0.0
Latency with memory operand: or [m32], i	Latency	5.31	0.0
add r8, i	Throughput	0.64	0.0
add r32, i	Throughput	0.64	0.0
Latency with memory destination operand: xor [m64],r64	Latency	5.31	0.0
Throughput with memory destination operand: sbb [m16],r16	Throughput	1.91	0.0
Throughput with memory destination operand: or [m64],r64	Throughput	1.77	0.0
sub r64,r64	Throughput	0.5	0.0
Throughput with memory operand: adc [m32], i	Throughput	2.13	0.0
Throughput with memory destination operand: sub [m64],r64	Throughput	1.63	0.0
Throughput with memory source operand: and r64,[m64]	Throughput	0.98	0.0
sete r8	Throughput	0.98	0.0
or r32, i	Throughput	0.59	0.0
Latency with memory destination operand: mov [m16],r16	Latency	2.12	0.99
Throughput with memory operand: not [m32]	Throughput	1.96	0.0
sbb r32, i	Throughput	0.98	0.0
Throughput with memory source operand: or r16,[m16]	Throughput	0.98	0.0
Throughput with memory destination operand: xchg [m8],r8	Throughput	18.04	0.0
Throughput with memory destination operand: add [m64],r64	Throughput	1.77	0.0
sub r16,r16	Throughput	0.54	0.0
Latency with memory destination operand: xor [m32],r32	Latency	5.3	0.0
Throughput with memory destination operand: sbb [m64],r64	Throughput	1.77	0.0
not r8	Throughput	0.64	0.0
inc r32	Throughput	0.59	0.0
std	Latency	3.18	0.0
Latency with memory destination operand: adc [m64],r64	Latency	4.9	0.0
bsr r64,r64	Throughput	2.13	0.0
test r16, i	Throughput	1.29	0.0
sub r16, i	Throughput	0.59	0.0
mfence	Latency	15.85	0.0
stc	Latency	3.03	0.0
or r16, i	Throughput	0.64	0.0
sbb r64,r64	Throughput	0.98	0.0
Throughput with memory source operand: test r32,[m32]	Throughput	1.09	0.01
cmove r32,r32	Throughput	0.5	0.0
test r8high, i	Throughput	0.5	0.0
Throughput with memory source operand: xchg r8,[m8]	Throughput	16.64	0.0
adc r64,r64	Throughput	0.98	0.0
Latency with memory operand: xor [m32], i	Latency	5.31	0.0
Throughput with memory destination operand: and [m32],r32	Throughput	1.92	0.0
Throughput with memory source operand: mov r16,[m16]	Throughput	1.07	0.0
Throughput with memory destination operand: mov [m8],r8	Throughput	1.66	0.0
Throughput with memory destination operand: add [m16],r16	Throughput	1.91	0.0
Throughput with memory destination operand: sub [m16],r16	Throughput	1.77	0.0
Throughput with memory source operand: sbb r32,[m32]	Throughput	0.98	0.0
Throughput with memory destination operand: xchg [m64],r64	Throughput	16.65	0.0
Throughput with memory destination operand: adc [m8],r8	Throughput	2.12	0.0
xor r32,r32	Throughput	0.54	0.0
mov r8high, i	Throughput	0.64	0.0
Throughput with memory source operand: sbb r16,[m16]	Throughput	0.98	0.0
sbb r8,r8	Throughput	1.06	0.0
Throughput with memory operand: and [m32], i	Throughput	1.97	0.0
Throughput with memory destination operand: add [m8],r8	Throughput	1.96	0.0
imul r32,r32	Throughput	1.12	0.0
sub r8,r8	Throughput	0.55	0.0
mov r16, i	Throughput	1.34	0.0
Throughput with ABS32 address mode: mov r32, [m32]	Throughput	1.3	0.0
bsf r16,r16	Throughput	2.36	0.49
sete r8h	Throughput	1.06	0.0
Latency with memory destination operand: test [m16],r16	Latency	0.98	0.0
Throughput with memory destination operand: xor [m8],r8	Throughput	1.96	0.0
Latency with memory destination operand: mov [m32],r32	Latency	1.74	0.01
cbw	Latency	1.06	0.0
Throughput with memory source operand: cmp r32,[m32]	Throughput	1.09	0.0
Throughput with ABS32 address mode: mov [m32], r32	Throughput	1.72	0.04
mov r64, i	Throughput	0.59	0.0
prefetcht0 [m]	Throughput	1.3	0.0
Throughput with memory destination operand: test [m16],r16	Throughput	1.07	0.0
Throughput with memory source operand: mov r8,[m8]	Throughput	1.07	0.0
Throughput with memory destination operand: test [m8],r8	Throughput	1.06	0.0
or r64,r64	Throughput	0.54	0.0
cmp r16, i	Throughput	0.5	0.0
cdqe	Latency	0.98	0.0
and r32,r32	Throughput	0.5	0.0
Throughput with memory destination operand: and [m16],r16	Throughput	1.77	0.0
or r16,r16	Throughput	0.54	0.0
Latency with memory destination operand: adc [m32],r32	Latency	5.46	1.64
Latency with memory operand: and [m32], i	Latency	4.9	0.0
Throughput with memory destination operand: cmp [m8],r8	Throughput	1.07	0.0
and r8, i	Throughput	0.59	0.0
Latency with memory destination operand: mov [m64],r64	Latency	1.65	0.0
Throughput with INDIR address mode: mov r32, [m32]	Throughput	1.41	0.0
mov r32, i	Throughput	0.59	0.0
cmp r16,r16	Throughput	0.54	0.0
inc r8	Throughput	0.59	0.0
xor r32, i	Throughput	0.59	0.0
Throughput with memory source operand: cmove	Throughput	0.98	0.0
sbb r8high, i	Throughput	0.98	0.0
Throughput with memory destination operand: sbb [m8],r8	Throughput	2.12	0.0
bsf r32,r32	Throughput	1.96	0.0
inc r16	Throughput	0.59	0.0
adc r64, i	Throughput	0.98	0.0
bswap r64	Throughput	1.07	0.0
Latency with memory destination operand: sub [m64],r64	Latency	4.9	0.0
not r32	Throughput	0.59	0.0
xchg r8,r8	Throughput	2.6	0.0
sete, [m8]	Throughput	1.69	0.0
Throughput with memory operand: dec [m32]	Throughput	1.96	0.0
cmove r64,r64	Throughput	0.51	0.0
Throughput with ABS64 address mode: mov [m32], r32	Throughput	1.65	0.0
Latency with memory destination operand: sub [m8],r8	Latency	4.9	0.0
Latency with memory operand: inc [m32]	Latency	4.9	0.0
Throughput with memory destination operand: sub [m8],r8	Throughput	2.13	0.0
xor eax,eax / cbw	Throughput	0.5	0.0
Throughput with memory source operand: mov r64,[m64]	Throughput	1.3	0.0
or r32,r32	Throughput	0.54	0.0
Latency with memory destination operand: and [m32],r32	Latency	5.3	0.0
cwde	Latency	0.98	0.0
sbb r16,r16	Throughput	1.07	0.0
Throughput with memory source operand: adc r64,[m64]	Throughput	1.07	0.0
Latency with memory destination operand: sbb [m8],r8	Latency	5.61	0.82
bsf r64,r64	Throughput	1.96	0.0
Latency with memory destination operand: xor [m8],r8	Latency	5.01	0.11
Throughput with memory source operand: cmp r8,[m8]	Throughput	0.98	0.0
neg r16	Throughput	0.99	0.0
Latency with memory destination operand: or [m64],r64	Latency	5.31	0.0
sbb r64, i	Throughput	0.98	0.0
test r32, i	Throughput	0.5	0.0
Latency with memory operand: dec [m32]	Latency	4.9	0.0
Throughput with memory destination operand: cmp [m64],r64	Throughput	0.98	0.0
Latency with memory destination operand: and [m16],r16	Latency	5.31	0.0
Latency with memory destination operand: sub [m32],r32	Latency	4.9	0.0
Throughput with memory destination operand: or [m8],r8	Throughput	1.96	0.0
and r64,r64	Throughput	0.54	0.0
add r8high, i	Throughput	0.64	0.0
Throughput with memory destination operand: adc [m16],r16	Throughput	1.91	0.0
Throughput with memory destination operand: mov [m32],r32	Throughput	1.79	0.0
prefetcht1 [m]	Throughput	1.3	0.0
sub r32,r32	Throughput	0.5	0.0
Throughput with memory source operand: bsr	Throughput	1.96	0.0
Throughput with memory source operand: xor r32,[m32]	Throughput	0.98	0.0
Throughput with memory source operand: pmovzxwd r128,[m128]	Throughput	0.99	0.0
punpcklqdq r128,r128	Throughput	0.98	0.0
pshufw r64,r64,i	Throughput	0.98	0.0
Throughput with memory source operand: palignr r64,[m64],i	Throughput	1.07	0.0
psrad r128,i	Throughput	1.07	0.0
Throughput with memory source operand: punpckldq r64,[m64]	Throughput	0.99	0.0
punpckldq r64,r64	Throughput	0.98	0.0
Throughput with memory source operand: packuswb r64,[m64]	Throughput	0.98	0.0
paddd r64,r64	Throughput	1.06	0.0
Throughput with memory source operand: pmovsxbw r128,[m128]	Throughput	0.99	0.0
Throughput with memory source operand: pavgb r64,[m64]	Throughput	1.2	0.1
Throughput with memory source operand: pmaddwd r128,[m128]	Throughput	1.96	0.0
Throughput with memory source operand: packssdw r128,[m128]	Throughput	0.99	0.0
pcmpgtd r64,r64	Throughput	0.98	0.0
paddusb r128,r128	Throughput	0.98	0.0
packssdw r64,r64	Throughput	1.16	0.0
psllq r64,r64	Throughput	1.06	0.0
Throughput with memory source operand: pmullw r128,[m128]	Throughput	1.23	0.0
Throughput with memory source operand: pand r64,[m64]	Throughput	0.98	0.0
pcmpgtw r64,r64	Throughput	1.06	0.0
psllw r64,i	Throughput	1.06	0.0
Throughput with memory source operand: psllw r64,[m64]	Throughput	0.98	0.0
Throughput with memory source operand: pmulhuw r128,[m128]	Throughput	1.23	0.0
Throughput with memory source operand: pcmpgtd r64,[m64]	Throughput	0.98	0.0
pminub r64,r64	Throughput	1.06	0.0
Throughput with memory source operand: pmovsxdq r128,[m128]	Throughput	1.07	0.0
pmaxsw r128,r128	Throughput	0.98	0.0
Throughput with memory source operand: pshuflw  r128,[m128]	Throughput	1.07	0.0
pandn r64,r64	Throughput	0.98	0.0
Throughput with memory source operand: phsubd r128,[m128]	Throughput	4.9	0.0
pmaddwd r64,r64	Throughput	1.96	0.0
pmaddubsw r64,r64	Throughput	7.83	0.0
mpsadbw r128,r128	Throughput	0.99	0.0
Throughput with memory source operand: punpckhwd r128,[m128]	Throughput	0.99	0.0
Throughput with memory source operand: psraw r128,[m128]	Throughput	1.07	0.0
pavgw r128,r128	Throughput	1.06	0.0
pblendw r128,r128	Throughput	0.98	0.0
pshufb r64,r64	Throughput	0.98	0.0
Throughput with memory source operand: mpsadbw  r128,[m128]	Throughput	0.99	0.0
Throughput with memory source operand: psllq r64,[m64]	Throughput	0.99	0.0
Throughput with memory source operand: pshufhw  r128,[m128]	Throughput	1.21	0.1
Throughput with memory source operand: pmuldq r128,[m128]	Throughput	1.23	0.0
pcmpeqw r64,r64	Throughput	1.06	0.0
Throughput with memory source operand: pandn r128,[m128]	Throughput	1.07	0.0
pminub r128,r128	Throughput	1.41	1.06
Throughput with memory source operand: pmaxuw r128,[m128]	Throughput	1.07	0.0
Throughput with memory source operand: pmuludq r128,[m128]	Throughput	1.23	0.0
Throughput with memory source operand: movdqa r128,[m128]	Throughput	1.41	0.0
pabsb r64,r64	Throughput	0.98	0.0
psignw r64,r64	Throughput	0.98	0.0
movdqa r128,r128	Throughput	1.07	0.0
phaddsw r128,r128	Throughput	3.18	0.0
pmullw r128,r128	Throughput	0.98	0.0
psadbw r64,r64	Throughput	1.07	0.0
Throughput with memory source operand: psignw r64,[m64]	Throughput	0.99	0.0
Throughput with memory source operand: paddw r128,[m128]	Throughput	1.07	0.0
punpckhdq r64,r64	Throughput	0.98	0.0
Throughput with memory source operand: pminsb r128,[m128]	Throughput	0.99	0.0
Throughput with memory source operand: pminub r64,[m64]	Throughput	0.98	0.0
pmuludq r128,r128	Throughput	1.06	0.0
psllq r128,r128	Throughput	0.98	0.0
Throughput with memory source operand: palignr  r128,[m128]	Throughput	0.99	0.0
pmaxud r128,r128	Throughput	1.07	0.0
pmuldq r128,r128	Throughput	0.98	0.0
Throughput with memory source operand: paddusb r64,[m64]	Throughput	0.98	0.0
Throughput with memory source operand: punpcklqdq r128,[m128]	Throughput	1.55	1.15
psrad r64,i	Throughput	1.06	0.0
pavgw r64,r64	Throughput	1.06	0.0
Throughput with memory source operand: paddd r64,[m64]	Throughput	0.98	0.0
Throughput with memory source operand: pcmpeqb r128,[m128]	Throughput	1.07	0.0
Throughput with memory source operand: pmaddubsw r64,[m64]	Throughput	8.81	0.0
pmuludq r64,r64	Throughput	0.99	0.0
punpckhwd r64,r64	Throughput	0.98	0.0
pcmpeqd r128,r128	Throughput	1.06	0.0
Throughput with memory source operand: pshufb r128,[m128]	Throughput	1.07	0.0
pmovzxwd r128,r128	Throughput	0.98	0.0
pmaxsw r64,r64	Throughput	0.98	0.0
psrlq r64,r64	Throughput	1.06	0.0
Throughput with memory source operand: psllq r128,[m128]	Throughput	0.99	0.0
Throughput with memory source operand: punpckhdq r64,[m64]	Throughput	0.98	0.0
pabsb r128,r128	Throughput	0.98	0.0
Throughput with memory source operand: psllw r128,[m128]	Throughput	0.99	0.0
Throughput with memory source operand: paddq r64,[m64]	Throughput	0.98	0.0
Throughput with memory source operand: pblendw  r128,[m128]	Throughput	0.99	0.0
pmaddubsw r128,r128	Throughput	8.62	0.15
Throughput with memory source operand: pcmpeqw r128,[m128]	Throughput	0.99	0.0
Throughput with memory source operand: pmaddubsw r128,[m128]	Throughput	9.54	0.0
Throughput with memory source operand: punpckhdq r128,[m128]	Throughput	0.99	0.0
paddw r64,r64	Throughput	1.06	0.0
Throughput with memory source operand: pcmpgtd r128,[m128]	Throughput	0.99	0.0
Throughput with memory source operand: pabsb r128,[m128]	Throughput	0.99	0.0
Throughput with memory source operand: psignw r128,[m128]	Throughput	0.99	0.0
psrlq r128,i	Throughput	1.07	0.0
