371.0	4.0	202.0
222.0	1.0	167.0
557.0	2.0	238.0
985.0	2.0	399.0
218.0	2.0	163.0
742.0	6.0	340.0
16.0	0	120.0
987.0	3.0	401.0
516.0	2.0	232.0
766.0	5.0	390.0
377.0	1.0	175.0
216.0	0	176.0
387.0	1.0	184.0
126.0	2.0	174.0
252.0	1.0	157.0
69.0	0	199.0
379.0	4.0	171.0
578.0	0	236.0
646.0	3.0	268.0
210.0	2.0	159.0
714.0	3.0	320.0
859.0	4.0	344.0
518.0	8.0	286.0
26.0	0	119.0
822.0	3.0	311.0
14.0	0	104.0
446.0	2.0	203.0
551.0	0	249.0
256.0	1.0	156.0
116.0	0	205.0
465.0	4.0	232.0
915.0	7.0	349.0
22.0	0	109.0
65.0	1.0	185.0
999.0	1.0	461.0
114.0	1.0	195.0
623.0	1.0	252.0
526.0	3.0	199.0
178.0	0	166.0
212.0	1.0	170.0
395.0	0	176.0
138.0	0	170.0
965.0	1.0	396.0
628.0	0	274.0
502.0	5.0	224.0
809.0	4.0	332.0
849.0	2.0	390.0
524.0	1.0	231.0
735.0	1.0	339.0
495.0	2.0	198.0
993.0	4.0	366.0
981.0	2.0	387.0
704.0	6.0	315.0
79.0	1.0	188.0
496.0	7.0	225.0
20.0	0	90.0
122.0	1.0	179.0
983.0	7.0	477.0
522.0	3.0	233.0
760.0	2.0	313.0
457.0	4.0	191.0
618.0	8.0	266.0
702.0	4.0	366.0
383.0	0	203.0
73.0	1.0	213.0
214.0	1.0	151.0
455.0	4.0	194.0
504.0	2.0	212.0
729.0	3.0	293.0
700.0	5.0	346.0
381.0	0	181.0
989.0	0	372.0
991.0	6.0	323.0
234.0	1.0	165.0
821.0	5.0	325.0
871.0	3.0	371.0
459.0	3.0	173.0
725.0	3.0	280.0
624.0	6.0	258.0
443.0	2.0	174.0
873.0	5.0	354.0
485.0	0	219.0
493.0	2.0	199.0
727.0	2.0	305.0
232.0	2.0	154.0
391.0	2.0	199.0
89.0	0	196.0
737.0	0	364.0
652.0	0	324.0
506.0	2.0	222.0
491.0	5.0	178.0
805.0	4.0	333.0
230.0	0	164.0
445.0	2.0	189.0
393.0	0	181.0
136.0	0	185.0
997.0	2.0	395.0
238.0	0	149.0
913.0	2.0	330.0
829.0	5.0	356.0
447.0	0	204.0
500.0	2.0	258.0
626.0	2.0	230.0
733.0	2.0	375.0
708.0	5.0	275.0
594.0	2.0	234.0
487.0	4.0	222.0
936.0	6.0	424.0
867.0	9.0	449.0
912.0	5.0	339.0
731.0	4.0	335.0
402.0	1.0	212.0
453.0	2.0	212.0
865.0	8.0	404.0
881.0	5.0	382.0
481.0	2.0	218.0
787.0	5.0	347.0
945.0	3.0	368.0
108.0	0	185.0
451.0	2.0	217.0
508.0	1.0	215.0
930.0	3.0	393.0
706.0	5.0	313.0
483.0	1.0	245.0
785.0	1.0	375.0
783.0	4.0	385.0
932.0	5.0	418.0
608.0	4.0	266.0
99.0	1.0	205.0
280.0	4.0	177.0
854.0	5.0	379.0
650.0	7.0	359.0
293.0	0	141.0
150.0	0	175.0
606.0	3.0	228.0
795.0	5.0	341.0
156.0	0	175.0
476.0	4.0	202.0
389.0	2.0	175.0
28.0	1.0	112.0
181.0	0	143.0
974.0	2.0	345.0
797.0	5.0	368.0
781.0	3.0	390.0
295.0	0	175.0
118.0	0	171.0
441.0	1.0	199.0
976.0	2.0	342.0
463.0	1.0	237.0
110.0	0	173.0
449.0	1.0	203.0
970.0	1.0	385.0
297.0	5.0	175.0
791.0	3.0	342.0
861.0	2.0	322.0
18.0	1.0	99.0
478.0	2.0	213.0
408.0	2.0	194.0
461.0	1.0	198.0
759.0	4.0	309.0
630.0	1.0	299.0
154.0	0	171.0
1.0	5.0	684.0
174.0	1.0	154.0
128.0	0	199.0
424.0	3.0	191.0
908.0	3.0	346.0
30.0	1.0	130.0
285.0	1.0	183.0
739.0	2.0	325.0
404.0	1.0	197.0
599.0	6.0	314.0
900.0	2.0	446.0
38.0	1.0	150.0
176.0	0	158.0
636.0	5.0	308.0
399.0	0	209.0
81.0	0	210.0
406.0	1.0	197.0
902.0	7.0	427.0
972.0	4.0	396.0
400.0	0	217.0
793.0	7.0	283.0
158.0	0	164.0
236.0	1.0	168.0
422.0	1.0	186.0
660.0	3.0	265.0
183.0	3.0	171.0
385.0	0	219.0
124.0	2.0	174.0
420.0	1.0	159.0
904.0	4.0	375.0
925.0	3.0	358.0
662.0	2.0	306.0
283.0	1.0	151.0
291.0	3.0	156.0
152.0	1.0	161.0
883.0	3.0	426.0
895.0	3.0	305.0
470.0	1.0	199.0
46.0	1.0	180.0
950.0	3.0	390.0
93.0	2.0	192.0
83.0	2.0	201.0
418.0	1.0	201.0
604.0	4.0	282.0
472.0	1.0	204.0
651.0	4.0	324.0
91.0	0	190.0
885.0	4.0	417.0
612.0	0	248.0
100.0	0	198.0
170.0	0	157.0
634.0	6.0	311.0
827.0	7.0	305.0
85.0	2.0	198.0
299.0	1.0	176.0
906.0	6.0	383.0
899.0	4.0	430.0
474.0	3.0	192.0
281.0	0	134.0
172.0	0	171.0
467.0	1.0	241.0
87.0	0	197.0
148.0	0	173.0
649.0	4.0	334.0
48.0	1.0	179.0
602.0	4.0	288.0
397.0	3.0	165.0
922.0	3.0	365.0
426.0	0	185.0
616.0	2.0	301.0
287.0	0	153.0
893.0	0	346.0
146.0	0	152.0
775.0	2.0	301.0
277.0	0	135.0
887.0	5.0	385.0
102.0	1.0	214.0
289.0	1.0	143.0
187.0	1.0	150.0
7.0	0	142.0
140.0	1.0	181.0
664.0	1.0	323.0
744.0	2.0	313.0
97.0	1.0	198.0
774.0	5.0	296.0
428.0	0	216.0
104.0	0	198.0
964.0	8.0	363.0
666.0	2.0	333.0
189.0	1.0	151.0
95.0	0	194.0
889.0	4.0	331.0
192.0	2.0	158.0
106.0	3.0	233.0
753.0	5.0	334.0
44.0	1.0	179.0
952.0	3.0	413.0
190.0	0	185.0
926.0	4.0	374.0
416.0	0	193.0
142.0	1.0	184.0
265.0	1.0	173.0
978.0	3.0	374.0
432.0	3.0	208.0
590.0	2.0	234.0
799.0	2.0	385.0
994.0	4.0	326.0
414.0	1.0	230.0
596.0	2.0	242.0
645.0	4.0	274.0
576.0	6.0	245.0
674.0	4.0	260.0
166.0	0	177.0
527.0	4.0	205.0
639.0	5.0	256.0
818.0	3.0	427.0
960.0	6.0	339.0
412.0	4.0	223.0
499.0	5.0	235.0
307.0	2.0	158.0
693.0	2.0	289.0
672.0	3.0	298.0
273.0	2.0	162.0
144.0	1.0	193.0
695.0	3.0	294.0
305.0	1.0	176.0
434.0	1.0	209.0
659.0	3.0	256.0
670.0	2.0	307.0
271.0	2.0	162.0
198.0	4.0	162.0
66.0	0	203.0
615.0	2.0	346.0
773.0	6.0	317.0
164.0	0	169.0
944.0	5.0	327.0
309.0	1.0	187.0
34.0	0	144.0
196.0	0	181.0
313.0	3.0	206.0
2.0	2.0	245.0
36.0	1.0	124.0
162.0	1.0	180.0
697.0	4.0	284.0
261.0	2.0	159.0
185.0	1.0	146.0
194.0	4.0	163.0
436.0	1.0	188.0
574.0	5.0	223.0
160.0	0	169.0
315.0	1.0	181.0
525.0	4.0	214.0
263.0	1.0	163.0
168.0	3.0	172.0
948.0	3.0	404.0
699.0	5.0	403.0
498.0	2.0	219.0
317.0	3.0	184.0
430.0	2.0	216.0
592.0	6.0	275.0
620.0	6.0	263.0
643.0	3.0	286.0
678.0	3.0	297.0
243.0	0	152.0
806.0	4.0	362.0
40.0	2.0	162.0
956.0	4.0	367.0
641.0	5.0	267.0
352.0	0	177.0
523.0	3.0	204.0
303.0	1.0	180.0
42.0	1.0	178.0
954.0	2.0	384.0
934.0	4.0	434.0
301.0	2.0	193.0
438.0	3.0	189.0
800.0	5.0	382.0
676.0	4.0	298.0
62.0	1.0	201.0
259.0	1.0	168.0
825.0	8.0	336.0
802.0	4.0	388.0
32.0	1.0	114.0
60.0	1.0	201.0
586.0	8.0	275.0
600.0	4.0	322.0
56.0	0	180.0
547.0	3.0	199.0
326.0	3.0	165.0
279.0	1.0	156.0
580.0	5.0	261.0
570.0	3.0	256.0
335.0	2.0	170.0
968.0	4.0	470.0
844.0	2.0	342.0
8.0	0	122.0
247.0	1.0	163.0
938.0	5.0	394.0
572.0	1.0	242.0
549.0	1.0	263.0
311.0	1.0	178.0
552.0	5.0	249.0
846.0	7.0	343.0
333.0	2.0	202.0
245.0	2.0	155.0
319.0	0	163.0
840.0	9.0	345.0
910.0	4.0	349.0
550.0	6.0	284.0
328.0	4.0	189.0
358.0	1.0	175.0
331.0	3.0	213.0
507.0	1.0	205.0
692.0	4.0	283.0
488.0	3.0	212.0
582.0	2.0	268.0
229.0	1.0	137.0
374.0	2.0	174.0
838.0	2.0	332.0
875.0	4.0	337.0
681.0	6.0	326.0
741.0	3.0	294.0
354.0	1.0	196.0
828.0	4.0	321.0
830.0	2.0	351.0
747.0	1.0	329.0
689.0	4.0	294.0
560.0	3.0	247.0
269.0	0	162.0
823.0	2.0	332.0
356.0	0	160.0
832.0	5.0	400.0
842.0	2.0	325.0
350.0	1.0	212.0
58.0	2.0	186.0
372.0	0	151.0
566.0	0	284.0
275.0	2.0	156.0
584.0	8.0	285.0
897.0	2.0	378.0
370.0	0	180.0
834.0	5.0	401.0
687.0	2.0	325.0
769.0	2.0	369.0
564.0	4.0	239.0
568.0	5.0	273.0
558.0	3.0	206.0
320.0	1.0	152.0
19.0	0	102.0
638.0	0	295.0
251.0	1.0	172.0
529.0	2.0	224.0
888.0	2.0	338.0
348.0	4.0	177.0
940.0	2.0	343.0
541.0	3.0	181.0
322.0	2.0	162.0
521.0	0	234.0
340.0	2.0	168.0
253.0	0	149.0
755.0	2.0	346.0
556.0	4.0	212.0
771.0	3.0	333.0
942.0	2.0	354.0
543.0	3.0	220.0
13.0	0	102.0
901.0	6.0	451.0
545.0	4.0	207.0
836.0	2.0	375.0
554.0	5.0	230.0
324.0	1.0	160.0
685.0	7.0	311.0
337.0	4.0	170.0
219.0	0	150.0
11.0	2.0	130.0
868.0	4.0	403.0
17.0	1.0	110.0
267.0	2.0	170.0
767.0	4.0	396.0
812.0	6.0	347.0
376.0	1.0	164.0
683.0	3.0	381.0
743.0	2.0	302.0
127.0	1.0	171.0
757.0	3.0	312.0
694.0	2.0	257.0
70.0	0	205.0
217.0	0	166.0
856.0	3.0	338.0
211.0	0	146.0
533.0	2.0	253.0
209.0	0	155.0
255.0	2.0	146.0
378.0	1.0	181.0
15.0	1.0	109.0
723.0	3.0	288.0
810.0	2.0	313.0
257.0	0	141.0
562.0	8.0	226.0
916.0	2.0	392.0
64.0	0	191.0
751.0	3.0	392.0
852.0	5.0	372.0
862.0	4.0	363.0
946.0	1.0	349.0
998.0	1.0	423.0
779.0	4.0	315.0
629.0	4.0	259.0
816.0	6.0	416.0
201.0	0	187.0
213.0	0	168.0
346.0	4.0	188.0
394.0	2.0	192.0
135.0	1.0	169.0
237.0	1.0	165.0
503.0	0	228.0
848.0	2.0	430.0
362.0	1.0	204.0
654.0	4.0	289.0
52.0	1.0	167.0
344.0	0	164.0
734.0	5.0	383.0
992.0	1.0	306.0
235.0	0	156.0
207.0	0	135.0
761.0	5.0	318.0
709.0	5.0	323.0
595.0	5.0	235.0
50.0	2.0	193.0
647.0	6.0	274.0
74.0	0	185.0
850.0	8.0	436.0
763.0	3.0	320.0
342.0	1.0	179.0
505.0	3.0	234.0
703.0	3.0	336.0
249.0	0	163.0
123.0	0	173.0
76.0	2.0	187.0
241.0	1.0	152.0
254.0	2.0	163.0
815.0	6.0	380.0
701.0	8.0	334.0
364.0	0	181.0
121.0	3.0	172.0
539.0	3.0	245.0
215.0	1.0	218.0
990.0	0	362.0
535.0	3.0	243.0
205.0	1.0	134.0
484.0	2.0	246.0
874.0	4.0	349.0
515.0	5.0	228.0
738.0	5.0	318.0
752.0	4.0	405.0
537.0	3.0	245.0
486.0	1.0	217.0
667.0	2.0	348.0
717.0	8.0	395.0
225.0	2.0	145.0
233.0	2.0	158.0
716.0	6.0	391.0
656.0	2.0	286.0
131.0	1.0	183.0
531.0	5.0	232.0
366.0	1.0	198.0
231.0	0	167.0
657.0	6.0	278.0
444.0	5.0	203.0
88.0	2.0	195.0
390.0	2.0	177.0
133.0	2.0	180.0
239.0	1.0	142.0
203.0	1.0	153.0
878.0	4.0	336.0
54.0	0	179.0
513.0	2.0	193.0
501.0	1.0	232.0
713.0	6.0	324.0
392.0	0	177.0
360.0	3.0	193.0
996.0	0	365.0
605.0	3.0	263.0
113.0	1.0	191.0
227.0	1.0	147.0
24.0	0	115.0
866.0	4.0	417.0
732.0	2.0	350.0
711.0	7.0	296.0
3.0	0	138.0
707.0	3.0	277.0
982.0	6.0	424.0
469.0	0	206.0
480.0	1.0	180.0
730.0	4.0	313.0
221.0	3.0	139.0
509.0	2.0	207.0
705.0	2.0	277.0
368.0	6.0	213.0
511.0	1.0	218.0
482.0	3.0	257.0
223.0	0	147.0
777.0	5.0	288.0
655.0	3.0	273.0
109.0	0	163.0
770.0	1.0	343.0
986.0	6.0	417.0
517.0	3.0	242.0
598.0	4.0	289.0
386.0	3.0	185.0
935.0	1.0	427.0
924.0	0	368.0
519.0	4.0	245.0
477.0	3.0	199.0
27.0	1.0	106.0
722.0	4.0	334.0
129.0	3.0	177.0
440.0	1.0	181.0
858.0	6.0	371.0
794.0	6.0	291.0
25.0	1.0	129.0
117.0	2.0	200.0
442.0	1.0	184.0
479.0	5.0	208.0
715.0	3.0	324.0
462.0	2.0	217.0
796.0	5.0	331.0
115.0	2.0	192.0
668.0	4.0	310.0
765.0	6.0	333.0
23.0	1.0	104.0
410.0	0	188.0
448.0	2.0	230.0
995.0	4.0	310.0
33.0	1.0	134.0
603.0	4.0	266.0
179.0	0	165.0
398.0	1.0	189.0
284.0	2.0	171.0
631.0	6.0	309.0
637.0	3.0	269.0
82.0	1.0	203.0
450.0	4.0	229.0
804.0	3.0	363.0
139.0	1.0	168.0
39.0	1.0	161.0
78.0	0	201.0
792.0	2.0	289.0
382.0	1.0	222.0
21.0	0	109.0
282.0	1.0	159.0
980.0	5.0	330.0
497.0	5.0	239.0
903.0	5.0	392.0
456.0	1.0	178.0
415.0	0	222.0
380.0	1.0	165.0
125.0	1.0	159.0
988.0	4.0	364.0
905.0	6.0	377.0
72.0	0	173.0
9.0	0	140.0
728.0	3.0	313.0
458.0	1.0	192.0
468.0	5.0	228.0
724.0	3.0	277.0
101.0	1.0	195.0
494.0	1.0	205.0
419.0	1.0	187.0
839.0	4.0	346.0
882.0	5.0	395.0
870.0	3.0	390.0
471.0	1.0	202.0
726.0	3.0	279.0
411.0	1.0	189.0
884.0	3.0	430.0
103.0	1.0	182.0
625.0	3.0	251.0
466.0	0	246.0
84.0	0	208.0
872.0	5.0	373.0
473.0	3.0	203.0
492.0	1.0	197.0
907.0	3.0	360.0
475.0	1.0	174.0
464.0	3.0	217.0
720.0	4.0	349.0
923.0	3.0	344.0
86.0	2.0	199.0
149.0	3.0	187.0
490.0	0	203.0
396.0	3.0	166.0
137.0	3.0	162.0
921.0	1.0	407.0
31.0	0	123.0
909.0	9.0	325.0
617.0	2.0	333.0
286.0	0	188.0
943.0	5.0	333.0
633.0	2.0	371.0
886.0	4.0	396.0
627.0	5.0	228.0
719.0	2.0	363.0
937.0	2.0	390.0
147.0	1.0	194.0
958.0	3.0	355.0
454.0	2.0	212.0
786.0	2.0	401.0
141.0	3.0	165.0
403.0	4.0	173.0
614.0	3.0	278.0
864.0	6.0	344.0
159.0	1.0	165.0
914.0	7.0	337.0
105.0	0	195.0
288.0	0	171.0
967.0	4.0	457.0
784.0	8.0	403.0
4.0	1.0	136.0
107.0	2.0	196.0
452.0	1.0	195.0
632.0	3.0	326.0
98.0	3.0	224.0
621.0	4.0	295.0
963.0	1.0	381.0
782.0	2.0	399.0
820.0	3.0	376.0
876.0	4.0	307.0
931.0	0	352.0
927.0	2.0	332.0
609.0	0	238.0
648.0	3.0	325.0
151.0	2.0	203.0
143.0	0	163.0
264.0	3.0	167.0
167.0	3.0	141.0
433.0	4.0	189.0
798.0	2.0	389.0
292.0	0	182.0
417.0	3.0	188.0
644.0	2.0	274.0
975.0	3.0	348.0
736.0	5.0	367.0
165.0	2.0	144.0
157.0	0	162.0
611.0	3.0	239.0
898.0	1.0	403.0
808.0	6.0	353.0
29.0	0	112.0
635.0	5.0	345.0
977.0	2.0	331.0
961.0	1.0	343.0
413.0	0	187.0
780.0	0	332.0
613.0	2.0	274.0
435.0	2.0	227.0
933.0	3.0	452.0
673.0	3.0	276.0
119.0	0	201.0
111.0	0	175.0
437.0	3.0	198.0
971.0	3.0	344.0
671.0	3.0	287.0
294.0	2.0	150.0
619.0	8.0	291.0
409.0	1.0	182.0
145.0	0	176.0
